sifa_body_id,partner_body_id,weight,weightHP,partner_type,partner_instance,partner_hemibrainType,partner_class,partner_subclass,partner_superclass,partner_somaSide,partner_rootSide,direction,dataset,group,side
1418618235,5813019588,2,2,FB6C_b,FB6C_b_R,,,,,,,target_to_SIFa,hemibrain:v1.2.1,other,R
1418618235,5813020057,1,1,KCa'b'-ap2,KCa'b'-ap2_R,,,,,,,target_to_SIFa,hemibrain:v1.2.1,KC_alpha_prime_beta_prime,R
1418618235,5813020132,1,1,KCg-m,KCg-m_R,,,,,,,target_to_SIFa,hemibrain:v1.2.1,KC_gamma,R
1418618235,5813020289,1,1,,,,,,,,,target_to_SIFa,hemibrain:v1.2.1,other,R
1418618235,5813020347,1,1,DNp27,DNp27_L,,,,,,,target_to_SIFa,hemibrain:v1.2.1,other,R
1418618235,5813020831,1,1,KCab-s,KCab-s_R,,,,,,,target_to_SIFa,hemibrain:v1.2.1,KC_alpha_beta,R
1418618235,5813021075,1,1,MDN,MDN_R,,,,,,,target_to_SIFa,hemibrain:v1.2.1,other,R
1418618235,5813021304,2,1,KCab-s,KCab-s_R,,,,,,,target_to_SIFa,hemibrain:v1.2.1,KC_alpha_beta,R
1418618235,5813022175,1,1,KCab-m,KCab-m_R,,,,,,,target_to_SIFa,hemibrain:v1.2.1,KC_alpha_beta,R
1418618235,5813022234,1,1,MBON30,MBON30(y1y2y3)_R,,,,,,,target_to_SIFa,hemibrain:v1.2.1,MBON,R
1418618235,5813022407,1,1,,,,,,,,,target_to_SIFa,hemibrain:v1.2.1,other,R
1418618235,5813022896,1,1,MBON21,MBON21(y4y5)_R,,,,,,,target_to_SIFa,hemibrain:v1.2.1,MBON,R
1418618235,5813023617,1,1,PVLP021,PVLP021_R,,,,,,,target_to_SIFa,hemibrain:v1.2.1,other,R
1418618235,5813024698,3,1,lLN2F_b,lLN2F_b(Full)_R,,,,,,,target_to_SIFa,hemibrain:v1.2.1,other,R
1418618235,5813025594,1,1,ORN_VL1,ORN_VL1_R,,,,,,,target_to_SIFa,hemibrain:v1.2.1,other,R
1418618235,5813026615,1,1,SLP031,SLP031_R,,,,,,,target_to_SIFa,hemibrain:v1.2.1,other,R
1418618235,5813026646,5,4,,,,,,,,,target_to_SIFa,hemibrain:v1.2.1,other,R
1418618235,5813032541,1,1,KCg-m,KCg-m_R,,,,,,,target_to_SIFa,hemibrain:v1.2.1,KC_gamma,R
1418618235,5813033012,1,1,KCg-m,KCg-m_R,,,,,,,target_to_SIFa,hemibrain:v1.2.1,KC_gamma,R
1418618235,5813039235,1,1,DM6_adPN,DM6_adPN_R,,,,,,,target_to_SIFa,hemibrain:v1.2.1,other,R
1418618235,5813039397,1,1,PS095,PS095_R,,,,,,,target_to_SIFa,hemibrain:v1.2.1,other,R
1418618235,5813039471,1,1,DC3_adPN,DC3_adPN_R,,,,,,,target_to_SIFa,hemibrain:v1.2.1,other,R
1418618235,5813039936,4,2,,,,,,,,,target_to_SIFa,hemibrain:v1.2.1,other,R
1418618235,5813040502,1,1,,,,,,,,,target_to_SIFa,hemibrain:v1.2.1,other,R
1418618235,5813041510,2,2,hDeltaD,hDeltaD_02_C2,,,,,,,target_to_SIFa,hemibrain:v1.2.1,other,R
1418618235,5813047601,1,1,,,,,,,,,target_to_SIFa,hemibrain:v1.2.1,other,R
1418618235,5813047647,2,1,ER2_c,ER2_c(ring)_R,,,,,,,target_to_SIFa,hemibrain:v1.2.1,other,R
1418618235,5813047763,2,2,FB5AB,FB5AB_R,,,,,,,target_to_SIFa,hemibrain:v1.2.1,other,R
1418618235,5813047907,1,1,PI1_a,PI1_a,,,,,,,target_to_SIFa,hemibrain:v1.2.1,other,R
1418618235,5813048536,1,1,vDeltaA_a,vDeltaA_a_C5,,,,,,,target_to_SIFa,hemibrain:v1.2.1,other,R
1418618235,5813050359,1,1,,,,,,,,,target_to_SIFa,hemibrain:v1.2.1,other,R
1418618235,5813050499,1,1,AVLP082,AVLP082_R,,,,,,,target_to_SIFa,hemibrain:v1.2.1,other,R
1418618235,5813050747,4,2,FB6C_b,FB6C_b_L,,,,,,,target_to_SIFa,hemibrain:v1.2.1,other,R
1418618235,5813053685,1,1,hDeltaF,hDeltaF_05_C2b,,,,,,,target_to_SIFa,hemibrain:v1.2.1,other,R
1418618235,5813054384,1,1,PPM1203,PPM1203_R,,,,,,,target_to_SIFa,hemibrain:v1.2.1,other,R
1418618235,5813054622,1,1,lLN1_b,lLN1_b_R,,,,,,,target_to_SIFa,hemibrain:v1.2.1,other,R
1418618235,5813054643,1,1,KCab-m,KCab-m_R,,,,,,,target_to_SIFa,hemibrain:v1.2.1,KC_alpha_beta,R
1418618235,5813054725,2,1,lLN1_b,lLN1_b_R,,,,,,,target_to_SIFa,hemibrain:v1.2.1,other,R
1418618235,5813054773,4,1,l2LN18,l2LN18_R,,,,,,,target_to_SIFa,hemibrain:v1.2.1,other,R
1418618235,5813054777,2,1,lLN1_b,lLN1_b_R,,,,,,,target_to_SIFa,hemibrain:v1.2.1,other,R
1418618235,5813055184,2,1,D_adPN,D_adPN_R,,,,,,,target_to_SIFa,hemibrain:v1.2.1,other,R
1418618235,5813055817,2,2,PAL01,PAL01_L,,,,,,,target_to_SIFa,hemibrain:v1.2.1,other,R
1418618235,5813055834,1,1,FB6A,FB6A_R,,,,,,,target_to_SIFa,hemibrain:v1.2.1,other,R
1418618235,5813055914,1,1,KCab-s,KCab-s_R,,,,,,,target_to_SIFa,hemibrain:v1.2.1,KC_alpha_beta,R
